episode,return,return_moving_average,steps,physics_steps,termination_reason,terminated,truncated,duck_collision,other_collision,offroad,timeout,goal,stop_compliance,teacher_probability,teacher_step_ratio,epsilon
218,-26.921155151879503,-111.17468659433305,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
219,12.411374682006224,-106.63958985084197,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
220,-221.2553882631387,-107.06073552937168,207,1242,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
221,-14.641670188005486,-103.19364738520184,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
222,-47.72337386234727,-104.46025171991896,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
223,16.85192679366941,-104.40034575881282,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
224,15.090142176414972,-99.89606622774812,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
225,-207.43142821861088,-103.89120392931856,37,222,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
226,-207.29102466571774,-108.2164203426484,117,702,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
227,15.96517453111918,-103.96458637597269,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
228,-204.78960953841536,-104.0030353342897,75,450,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
229,-210.7594916630664,-108.45856052745577,127,762,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
230,16.54731522748173,-103.95861252201601,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
231,15.152071541582245,-99.78394317761645,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
232,14.36258119488949,-95.41880778916322,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
